Artist	Music	Lyrics	Compilation	Title	Type	State	File	Comments	Archive	Original	Genre	Misc. info	Misc. 2	Language	Category	Artist 2	Length	Song start	Song end	Intro	Voice out	Loop start	Loop end	Refrain start	Refrain end	Fade in	Fade out	Hot start	Mix in	Flags	Vote	Volume	Period	Media	Attribute	Tempo	Mood	Energy	Bitrate	File format	BPM	Last date played	Last time played	Last type modification	Folder	CRC	CRCTime
ANDRIJANA BOZOVIC				I LJUBAV IMA KRAJ	MILENIUM 00-08		30000162.MPG								MILENIUM 00-08		3:47.761	0:00.000	3:46.102	0:44.613									3:39.607	0		63		A					128	MPEG L3-44JP					-31568	1391768970	993437498
ANDRIJANA BOZOVIC				SVE TI BOJE DOBRO STOJE	MILENIUM 00-08		30000003.MPG								MILENIUM 00-08		2:56.849	0:00.000	2:53.609	0:11.777									2:51.849	0		65		A					160	MPEG L3-44SP					-31568	1695407660	1110463790
ANDRIJANA I BOZO				TAMNA STIJENA	MILENIUM 00-08		30001758.MPG								MILENIUM 00-08		3:32.192	0:00.024	3:29.479	0:08.811									3:27.937	0		62		A					128	MPEG L3-44JP					-31568	65054323	1152872997
ANITA				SVOJA	RECURENT 08-14		30001759.MPG								RECURENT 08-14		3:19.190	0:00.000	3:18.506	0:13.108									3:17.351	0		66		A					160	MPEG L3-44SP					-31568	1211547468	1359813798
ANTONIJA SOLA				ANDJELE	MILENIUM 00-08		30001404.MPG								MILENIUM 00-08		4:05.219	0:00.441	4:02.443	0:45.049									3:59.686	0		63		A					128	MPEG L3-44JP					-31568	367964738	1195230818
ANTONIJA SOLA				GDJE JE SRCE TU JE DOM	MILENIUM 00-08		30001761.MPG								MILENIUM 00-08		3:03.536	0:02.300	3:01.039	0:42.132									2:58.019	0		66		A					128	MPEG L3-44SP					-31568	2049501933	1200922172
ANTONIJA SOLA				ZOVEM DA TI CUJEM GLAS	MILENIUM 00-08		30001349.MPG								MILENIUM 00-08		3:45.287	0:00.352	3:42.200	0:29.297									3:38.494	0		63		A					128	MPEG L3-44JP					-31568	1841677336	1195230792
ANTONIJA SOLA				VOLIM OSMIJEH TVOJ	MILENIUM 00-08		30001615.MPG								MILENIUM 00-08		3:36.693	0:00.407	3:33.721	0:10.524									3:28.883	0		62		A					128	MPEG L3-44JP					-31568	2072177677	1195230974
ARIANA GRANDE				PROBLEM	RECURENT 08-14		30002794.MPG								RECURENT 08-14	IGGY AZALEA	3:10.906	0:00.000	3:10.827	0:04.537									3:09.849	0				A						WAVE-44S				20/11/2014	-31568	-203466214	1416473261
ARMIN MUZAFERIJA				GDJE MI LJUBAV SPAVA	RECURENT 08-14		30001762.MPG								RECURENT 08-14		3:30.520	0:00.181	3:28.983	0:19.463									3:24.398	0		65		A					128	MPEG L3-44SP					-31568	-384868783	1260442986
ARMIN MUZAFERIJA				NE MOGU DA TE NE VOLIM	RECURENT 08-14		30001763.MPG								RECURENT 08-14		3:50.217	0:01.803	3:49.081	0:23.629									3:46.881	0		64		A					128	MPEG L3-44SP					-31568	-531360077	1260442946
ARMIN MUZAFERIJA				S TOBOM BEZ TEBE	RECURENT 08-14		30001765.MPG								RECURENT 08-14		4:17.697	0:00.242	4:15.625	0:20.494									4:10.577	0		62		A					128	MPEG L3-44JP					-31568	-239156552	1347798066
ARMIN MUZAFERIJA				VULKANI	RECURENT 08-14		30001764.MPG								RECURENT 08-14		3:37.495	0:00.238	3:36.079	0:23.107									3:30.933	0		63		A					128	MPEG L3-44SP					-31568	-1314057876	1260442928
ARSEN DEDIC				JER TI LJUBIS DRUGOGA	MILENIUM 00-08		30001681.MPG								MILENIUM 00-08	MLADEN BURNAC	4:50.115	0:00.000	4:49.101	0:37.274									4:45.919	0		66		A					320	MPEG L3-44JP					-31568	133889927	1248190449
ATOMSKO SKLONISTE				ZA LJUBAV TREBA IMAT DUSU	80		30000100.MPG								80		4:05.995	0:00.000	4:05.556	0:17.925									3:59.301	0		74		A					128	MPEG L3-44JP					-31568	-67909151	972054548
AZRA				MENI SE DUSO OD TEBE NE RASTAJE	90		30000101.MPG								90		4:29.887	0:00.295	4:27.211	0:44.493									4:22.884	0		74		A					128	MPEG L3-44JP					-31568	-2125824699	949281616
AZUCAR MORENO				BANDIDO	90		30002489.MPG								90		3:06.652	0:00.497	3:01.583	0:45.806									3:01.009	0				A					128	MPEG L3-44JP				19/11/2014	-31568	-1402663906	1223223550
B-52'S				LOVE SHACK	80		30002630.MPG								80		5:21.677	0:00.000	5:19.098	0:07.082									5:14.057	0				A					192	MPEG L3-44JP				23/11/2014	-31568	-1224989310	1163696348
BACKSTREET BOYS				EVERYBODY	90		30002572.MPG								90		3:44.632	0:00.703	3:44.046										3:39.575	0				A					192	MPEG L3-44JP				13/11/2014	-31568	-1296840953	1163778594
BACKSTREET BOYS				QUIT PLAYING GAMES	90		30002748.MPG								90		3:53.647	0:00.475	3:52.304	0:18.470									3:49.833	0				A					128	MPEG L3-44JP				23/11/2014	-31568	-342785534	1252389236
BAHUS BAND				BEBO, NE PLACI	RECURENT 08-14		30001772.MPG								RECURENT 08-14		4:09.887	0:00.861	4:09.051	0:20.127									4:05.410	0		61		A					128	MPEG L3-44SP					-31568	-785729578	1270898648
BAJAGA				GRUDI NOSI KAO ODLIKOVANJA	90		30000103.MPG								90		3:23.232	0:00.859	3:19.995	0:22.133									3:13.498	0		73		A					128	MPEG L3-44J					-31568	-1560687393	934711004
BAJAGA				220 U VOLTIMA	90		30000102.MPG								90		3:25.426	0:00.160	3:21.511	0:18.831									3:14.767	0		73		A					128	MPEG L3-44J					-31568	-2113137013	903385074
BAJAGA				U KOZI KROKODILA	90		30000110.MPG								90		3:00.610	0:00.424	2:56.878	0:11.178									2:51.968	0		74		A					128	MPEG L3-44J					-31568	178368137	884786808
BAJAGA				MONTENEGRO	90		30000105.MPG								90		3:20.333	0:00.408	3:17.611	0:24.014									3:15.885	0		71		A					128	MPEG L3-44J					-31568	980343676	884823538
BAJAGA				MOJI DRUGOVI (VERZIJA 1)	90		30000023.MPG								90		3:32.992	0:00.332	3:28.930	0:25.804									3:27.349	0		71		A					128	MPEG L3-44JP					-31568	339577557	975509444
BAJAGA				NI NA NEBU NI NA ZEMLJI	90		30000107.MPG								90		4:16.747	0:00.381	4:13.371	0:14.937									4:08.673	0		74		A					128	MPEG L3-44JP					-31568	-151150553	931827196
BAJAGA				OD SUMRAKA DO SVITANJA	RECURENT 08-14		30001774.MPG								RECURENT 08-14		3:54.422	0:00.666	3:49.018	0:08.007									3:41.029	0		64		A					128	MPEG L3-44JP					-31568	189273788	1339492351
BAJAGA				A TI SE NECES VRATITI	RECURENT 08-14		30001773.MPG								RECURENT 08-14		3:22.161	0:00.221	3:18.307	0:04.878									3:12.313	0		64		A					128	MPEG L3-44JP					-31568	654385769	1208240685
BAJAGA				VIDI STA SAM TI URADIO OD PESME MAMA	80		30000111.MPG								80		3:08.638	0:00.502	3:00.300										2:54.152	0		74		A					128	MPEG L3-44JP					-31568	-785649690	917475306
BAJAGA				SAMO NAM JE LJUBAV	80		30000109.MPG								80		3:49.146	0:00.394	3:44.065	0:25.530									3:39.308	0		70		A					128	MPEG L3-44J					-31568	1869158515	884815206
BAJAGA				PLAVI SAFIR	80		30000108.MPG								80		3:31.439	0:00.000	3:31.165	0:01.426									3:30.039	0		67		A					256	MPEG L3-44SP					-31568	-1702343133	1414935008
BAJAGA				MUZIKA NA STRUJU	90		30000106.MPG								90		3:57.400	0:00.427	3:53.069										3:43.146	0		71		A					128	MPEG L3-44J					-31568	119179971	884815908
BAJAGA				LEPA JANJA	MILENIUM 00-08		30000104.MPG								MILENIUM 00-08		3:45.044	0:00.193	3:37.409	0:19.307									3:31.414	0		65		A					160	MPEG L3-44JP					-31568	1023888556	1071233336
BAJONE				NA RUBU TVOJIH USANA	90		30001775.MPG								90		4:23.862	0:00.413	4:19.261	0:33.699									4:14.051	0		61		A					160	MPEG L3-44SP					-31568	920079703	1178705149
BANE NEDOVIC				SAMO RECI	RECURENT 08-14		30001777.MPG								RECURENT 08-14		3:20.698	0:00.000	3:19.702	0:29.405									3:18.482	0		62		A					128	MPEG L3-44J					-31568	-116465664	1283902618
BANGLES				WALK LIKE AN EGYPTIAN	80		30002686.MPG								80		3:22.430	0:00.435	3:18.140	0:14.348									3:16.564	0				A					128	MPEG L3-44JP				19/11/2014	-31568	1861492199	1032210900
BASHA				PROPALICA	90		30000113.MPG								90		3:59.856	0:00.000	3:59.428	0:18.229									3:56.458	0		77		A					128	MPEG L3-44JP					-31568	-481133240	1092385627
BASHA				DEBELA CAO	90		30000112.MPG								90		3:51.061	0:00.000	3:50.818	0:42.000									3:50.022	0		73		A					128	MPEG L3-44JP					-31568	1444015314	993282474
THE BEATSHAKERS				MA CHERIE ( RADIO EDIT )	RECURENT 08-14		30002302.MPG								RECURENT 08-14	ALBERTO	4:08.659	0:00.000	4:08.659	0:30.780									4:05.853	0		64		A					192	MPEG L3-44JP					-31568	-522368729	1250061606
BEAT STREET				OPSESIJA	90		30000115.MPG								90		4:33.162	0:00.000	4:32.253	0:56.933									4:30.167	0		71		A					192	MPEG L3-44SP					-31568	-966812564	1197446022
BEAT STREET				BEAT STREET	90		30000114.MPG								90		4:07.719	0:00.485	4:06.307	0:15.333									4:04.929	0		71		A					160	MPEG L3-44JP					-31568	-1058786934	1071170512
BEAUTY QUEENS				TI ILI ON	RECURENT 08-14		30002435.MPG								RECURENT 08-14		3:42.802	0:00.000	3:42.802										3:41.456	0		60		A						WAVE-44S					-31568	-625944953	1413808282
BEAUTY QUEENS				DVE ISTE	RECURENT 08-14		30001518.MPG								RECURENT 08-14		3:36.453	0:00.000	3:33.828	0:16.795									3:28.202	0		62		A					320	MPEG L3-44JP					-31568	-185701493	1279113819
BEAUTY QUEENS				ZAVET	RECURENT 08-14	.	30002430.MPG								RECURENT 08-14		3:05.004	0:00.347	3:03.641	0:03.826									3:00.409	0		63		A					192	MPEG L3-44JP				2/9/2014	-31568	-1338042922	1409661130
BEAUTY QUEENS				5 NA 1	MILENIUM 00-08		30001778.MPG								MILENIUM 00-08		3:52.071	0:00.254	3:49.291	0:22.220									3:46.654	0		63		A					224	MPEG L3-44JP					-31568	-503444836	1182856245
BEBI DOL				DA PRICAMO	RECURENT 08-14		30001779.MPG								RECURENT 08-14	VANJANJA & SPEAR REMIX	3:48.754	0:00.000	3:46.192	0:59.828									3:44.687	0		63		A					320	MPEG L3-44JP				20/11/2014	-31568	-1950329168	1339668602
BEBI DOL				HAJDE DA	90		30000119.MPG								90		4:31.141	0:00.046	4:29.727	0:41.349									4:24.087	0		71		A					128	MPEG L3-44JP					-31568	-746720112	940547102
BEBI DOL				BRAZIL NE IDE MESEC DVA	90		30000117.MPG								90		2:53.704	0:00.047	2:52.867	0:25.102									2:51.748	0		73		A					128	MPEG L3-44JP					-31568	-1908906326	940547256
BEBI DOL				DA PRICAMO	90		30000118.MPG								90		4:12.333	0:00.019	4:10.386	0:44.236									4:05.848	0		70		A					128	MPEG L3-44JP					-31568	1063372980	940547628
BEBI DOL				BRAZIL	90		30001780.MPG								90		3:48.336	0:00.000	3:45.421	0:22.363									3:41.127	0		63		A					256	MPEG L3-44JP					-31568	493842398	1300555782
THE BELOVED				SWEET HARMONY	90		30002582.MPG								90		5:03.785	0:00.560	4:52.273	0:30.496									4:50.343	0				A					128	MPEG L3-44JP				20/11/2014	-31568	978759977	1030642968
BETI DJORDJEVIC				POCNIMO LJUBAV IZ POCETKA	80		30001365.MPG								80		3:29.580	0:00.229	3:23.729										3:20.807	0		64		A					320	MPEG L3-44SP					-31568	-147570320	1373374602
BETTY BOOP				NIKO KAO TI	RECURENT 08-14		30001781.MPG								RECURENT 08-14	SAJKO	3:21.952	0:00.221	3:19.843	0:14.905									3:13.956	0		62		A					320	MPEG L3-44SP					-31568	120379058	1310035016
BETTY BOOP				DOBAR DAN	RECURENT 08-14		30001703.MPG								RECURENT 08-14		3:23.232	0:00.047	3:19.199	0:11.066									3:16.922	0		61		A					192	MPEG L3-44JP					-31568	-1537003283	1223223575
BEYONCE				HALO	RECURENT 08-14		30002545.MPG								RECURENT 08-14		4:21.616	0:00.589	4:19.741	0:25.834									4:18.562	0				A					320	MPEG L3-44J				20/11/2014	-31568	1142422729	1232534807
BEYONCE				TELEPHONE	RECURENT 08-14		30002588.MPG								RECURENT 08-14	LADY GAGA	3:24.986	0:00.000	3:24.888	0:00.083									3:24.447	0				A					256	MPEG L3-44SP				20/11/2014	-31568	-1248704275	1415625559
BEYONCE				IF I WERE A BOY	MILENIUM 00-08		30002465.MPG								RECURENT 08-14		4:10.435	0:00.718	4:07.099	0:01.128									4:05.252	0				A					320	MPEG L3-44J				19/11/2014	-31568	1576886613	1232534807
BEYONCE				IN THE CLUB	MILENIUM 00-08		30002540.MPG								MILENIUM 00-08		3:05.182	0:00.000	3:03.459	0:05.235									3:01.487	0				A					128	MPEG L3-44S				20/11/2014	-31568	-759302034	1194813298
BIBER				10 GDE SI BILO JARE MOJE	MILENIUM 00-08		30000122.MPG								MILENIUM 00-08		4:04.251	0:00.028	4:03.809	0:18.754									3:58.469	0		65		A					160	MPEG L3-44SP					-31568	654627962	1098121670
BIBER				2 GIPSY PART ONE	90		30000121.MPG								90		3:09.028	0:00.000	3:09.028	0:33.025									3:08.450	0		63		A					160	MPEG L3-44SP					-31568	-2115432374	1098121677
BIG MOUNTAIN				BABY I LOVE YOU	90		30002460.MPG								90		4:24.889	0:00.000	4:24.889										4:09.802	0				A					128	MPEG L3-44JP				12/11/2014	-31568	250487197	1415801180
BIJELO DUGME				HAJDEMO U PLANINE	80		30000008.MPG								80		4:38.413	0:00.414	4:35.524	0:09.893									4:28.379	0		76		A					160	MPEG L3-44S					-31568	-1947086368	1145870859
BIJELO DUGME				LIPE CVATU (SVE JE ISTO K'O I LANI )	80		30000064.MPG								80		4:03.539	0:00.572	3:59.479	1:08.943									3:58.071	0		72		A					160	MPEG L3-44S					-31568	194184349	1145870995
BIJELO DUGME				A I TI ME IZNEVJERI	90		30001783.MPG								90		4:00.412	0:00.075	3:59.410	0:07.722									3:53.344	0		70		A					128	MPEG L3-44JP					-31568	2100930456	1208418601
BIJELO DUGME				AKO MOZES , ZABORAVI	80		30000072.MPG								80		4:59.546	0:00.844	4:57.850	0:32.155									4:52.780	0		71		A					160	MPEG L3-44S					-31568	-257097709	1145871044
BIJELO DUGME				NAPILE SE ULICE	80		30000054.MPG								80		2:53.113	0:00.000	2:53.113	0:00.000									2:46.880	0		72		A					160	MPEG L3-44S					-31568	-668469875	1145870966
BIJELO DUGME				NAKON SVIH OVIH GODINA	80		30000042.MPG								80		4:44.630	0:00.914	4:40.785	0:18.510									4:36.615	0		72		A					160	MPEG L3-44S					-31568	1157596764	1145870934
BIJELO DUGME				ÐURDEV DAN JE , A JA NISAM S ONOM KOJU VOLIM	80		30000067.MPG								80		3:56.591	0:00.460	3:50.549	0:00.185									3:45.230	0		73		A					160	MPEG L3-44S					-31568	99439516	1145871011
BIJELO DUGME				JER KAD OSTARIS	80		30000028.MPG								80		3:41.235	0:00.000	3:41.159	0:01.586									3:40.969	0		74		A					256	MPEG L3-44SP					-31568	-1770104076	1414333902
BILLY JOEL				WE DIDN'T START THE FIRE	80		30002573.MPG								80		4:50.878	0:00.000	4:41.476	0:32.819									4:31.698	0				A					192	MPEG L3-44JP				13/11/2014	-31568	-554079952	1163696273
BILLY OCEAN				LOVERBOY	80		30002606.MPG								80		4:07.988	0:00.427	4:07.988	0:45.796										0				A					128	MPEG L3-44JP				23/11/2014	-31568	-436267633	1032206068
BILLY OCEAN				CARIBBEAN QUEEN (NO MORE LOVE ON THE RUN)			30002535.MPG										4:07.670	0:00.380	3:59.394	0:19.687									3:56.451	0				A					320	MPEG L3-44SP					-31568	-1432302210	1114603714
BILLY OCEAN				CARIBEAN QUEEN	80		30002519.MPG								80		4:06.551	0:00.479	3:59.015	0:19.901									3:56.641	0				A					128	MPEG L3-44JP				20/11/2014	-31568	-1843741877	1032207068
BILLY OCEAN				07. GET OUTTA MY DREAMS, GET INTO MY CAR	80		30002602.MPG								80		4:46.122	0:00.381	4:39.071	0:22.643									4:26.561	0				A					320	MPEG L3-44SP				20/11/2014	-31568	-87495569	1114603875
BLAH BLAH BEND				MALER	MILENIUM 00-08		30001784.MPG								MILENIUM 00-08		3:08.891	0:00.651	3:02.771	0:13.822									3:00.388	0		61		A					192	MPEG L3-44JP					-31568	-1294343007	1142408922
BLONDIE				MARIA	90		30002687.MPG								90		4:04.668	0:00.000	4:02.404	0:12.130									3:59.296	0				A					192	MPEG L3-44JP				19/11/2014	-31568	-1091104460	1163796536
B.O.B				AIRPLANES	RECURENT 08-14		30002530.MPG								RECURENT 08-14		3:01.501	0:00.000	2:57.107	0:09.219									2:56.215	0				A					320	MPEG L3-44SP				20/11/2014	-31568	-2096393145	1280219515
BOBA STEFANOVIC				OBRISI SUZE DRAGA	80		30000123.MPG								80		3:06.243	0:00.000	3:06.243	0:09.021									2:59.857	0		70		A					128	MPEG L3-44JP					-31568	-1447729722	948148512
B.O.B FEAT				NOTHIN ON YOU	RECURENT 08-14		30002475.MPG								RECURENT 08-14	BRUNO MARS	4:29.743	0:01.768	4:25.572	0:04.862									4:23.141	0				A					320	MPEG L3-44SP				19/11/2014	-31568	-1974531799	1274787220
BOJAN BAJRAMOVIC				EVO, ZORA	MILENIUM 00-08		30001350.MPG								MILENIUM 00-08		3:27.180	0:00.000	3:24.364	0:11.849									3:23.065	0		67		A					320	MPEG L3-44SP					-31568	-2084172512	1280312702
BOJAN BAJRAMOVIC				MILENA	90		30001524.MPG								90		4:09.028	0:00.000	4:05.265	0:25.170									3:58.046	0		66		A					320	MPEG L3-44SP					-31568	485733832	1280312576
BOJAN BAJRAMOVIC				GROMOVI PUCAJU	90		30001484.MPG								90		3:38.752	0:00.000	3:35.783	0:22.795									3:34.240	0		63		A					320	MPEG L3-44SP					-31568	565750200	1280312608
BOJAN BOJOVIC				SADA ZNAM	RECURENT 08-14		30001782.MPG								RECURENT 08-14		3:47.840	0:00.178	3:43.324	0:18.387									3:39.753	0		68		A					192	MPEG L3-44J					-31568	-1522927319	1259218838
BOJAN DELIC				NE MOGU JA	MILENIUM 00-08		30001786.MPG								MILENIUM 00-08		3:25.906	0:00.000	3:22.355	0:20.977									3:20.580	0		64		A						WAVE-44S					-31568	2090964479	1364400487
BOJAN DELIC				TI MOZES SVE	RECURENT 08-14		30001788.MPG								RECURENT 08-14		3:43.216	0:00.000	3:39.841	0:00.000									3:37.742	0		62		A					320	MPEG L3-44SP					-31568	-53743356	1310132458
BOJAN DELIC				OTVORENO	RECURENT 08-14		30001785.MPG								RECURENT 08-14		3:35.373	0:00.000	3:32.502	0:39.327									3:30.645	0		62		A						WAVE-44S					-31568	573260810	1364400404
BOJAN JAMBROSIC				NE GOVORI DA ME ZNAS	RECURENT 08-14		30001791.MPG								RECURENT 08-14		3:15.651	0:00.000	3:15.651	0:09.043									3:13.125	0		63		A					128	MPEG L3-44JP					-31568	294519011	1259954982
BOJAN JAMBROSIC				MOJA SI	RECURENT 08-14		30001790.MPG								RECURENT 08-14		4:08.158	0:00.000	4:07.889	0:03.305									4:03.028	0		64		A					128	MPEG L3-44JP					-31568	1799779117	1259954978
BOJAN MAROVIC				VISE TE NEMA	MILENIUM 00-08		30000128.MPG								MILENIUM 00-08		3:44.634	0:00.000	3:44.634	0:14.959									3:39.118	0		63		A					128	MPEG L3-44JP					-31568	1054328017	1065969858
BOJAN MAROVIC				SADA ZNAM	MILENIUM 00-08		30000126.MPG								MILENIUM 00-08		3:05.190	0:00.319	3:01.792	0:17.642									2:56.859	0		62		A					128	MPEG L3-44JP					-31568	-1296138738	1079507282
BOJAN MAROVIC				KRIO SAM	MILENIUM 00-08		30000125.MPG								MILENIUM 00-08		3:57.670	0:00.000	3:55.188	0:21.042									3:46.249	0		61		A					128	MPEG L3-44JP					-31568	-1220393714	1079506880
BOJAN MAROVIC				AKO POVRIJEDIM TE JA	MILENIUM 00-08		30000124.MPG								MILENIUM 00-08		4:06.159	0:00.000	4:02.241	0:11.957									3:58.962	0		64		A					128	MPEG L3-44JP					-31568	-69569097	1079506936
BOJAN MAROVIC				TEBI JE LAKO	MILENIUM 00-08		30000127.MPG								MILENIUM 00-08		3:47.265	0:00.000	3:44.007	0:17.984									3:37.241	0		66		A					160	MPEG L3-44JP					-31568	1408431	1071319306
BOJAN MAROVIC				ZRNO BIBERA	RECURENT 08-14		30001803.MPG								RECURENT 08-14		4:00.091	0:00.000	3:56.840	0:30.663									3:53.831	0		68		A					128	MPEG L3-44SP					-31568	41069210	1221310236
BOJAN MAROVIC				KAO TI	MILENIUM 00-08		30001797.MPG								MILENIUM 00-08		3:51.000	0:00.000	3:48.052	0:38.551									3:46.423	0		64		A					192	MPEG L3-44JP					-31568	2062164139	1171447124
BOJAN MAROVIC				SVAKI KORAK TVOJ	RECURENT 08-14		30001793.MPG								RECURENT 08-14		3:09.444	0:00.000	3:09.212	0:14.514									3:08.727	0		61		A					256	MPEG L3-44SP					-31568	327424057	1410281915
BOJAN MAROVIC				LITAR NEBA	MILENIUM 00-08		30001798.MPG								MILENIUM 00-08		3:20.679	0:00.000	3:17.632	0:16.508									3:12.255	0		64		A					160	MPEG L3-44SP					-31568	-1937698696	1171445879
BOJAN MAROVIC				BOLJA SI OD DRUGIH	MILENIUM 00-08		30001796.MPG								MILENIUM 00-08		3:47.030	0:00.000	3:42.352	0:08.182									3:40.395	0		64		A					192	MPEG L3-44JP					-31568	1337130976	1171447142
BOJAN MAROVIC				SVE SU DRUGE	MILENIUM 00-08		30001800.MPG								MILENIUM 00-08		3:35.928	0:00.000	3:33.168	0:23.685									3:29.226	0		64		A					192	MPEG L3-44JP					-31568	-1068538516	1171447224
BOJAN MAROVIC				SVEJEDNO	MILENIUM 00-08		30000000.MPG								MILENIUM 00-08		3:05.266	0:00.000	3:02.740	0:22.678									3:00.955	0		65		A					160	MPEG L3-44SP					-31568	-2042354291	1110463976
BOJAN MAROVIC				ZNAM DA NIJE VAZNO	MILENIUM 00-08		30001801.MPG								MILENIUM 00-08		3:21.064	0:00.189	3:18.333	0:20.951									3:14.395	0		65		A					192	MPEG L3-44JP					-31568	665160810	1171447157
BOJAN MAROVIC				NICEG NEMA	MILENIUM 00-08		30001799.MPG								MILENIUM 00-08		3:43.169	0:00.000	3:42.761										3:39.264	0		65		A					192	MPEG L3-44SP					-31568	-545976746	1171446119
BOJAN MAROVIC				NEKA TE LJUBI	RECURENT 08-14		30001792.MPG								RECURENT 08-14		4:22.560	0:00.000	4:22.127	0:41.957									4:21.428	0		60		A					256	MPEG L3-44SP					-31568	609808836	1410281847
BOJAN MILANOVIC				PRVI PUT	90		30000132.MPG								90		4:23.008	0:00.000	4:22.535	0:34.414									4:18.125	0		73		A					128	MPEG L3-44JP					-31568	1725302325	999775454
BOJAN MILANOVIC				KATARINA	90		30000131.MPG								90		2:59.565	0:00.436	2:55.292	0:07.428									2:53.716	0		70		A					160	MPEG L3-44SP					-31568	-190373447	1178705149
BOJAN MILANOVIC				DUGO LJUBAV UMIRE	90		30000130.MPG								90		4:12.612	0:00.000	4:12.155	0:11.875									4:10.967	0		72		A					128	MPEG L3-44JP					-31568	242663368	999775872
BOJAN MILANOVIC				TI SI MOJA CIGANKA	90		30000133.MPG								90		4:21.885	0:00.000	4:21.414	0:33.856									4:20.203	0		74		A					128	MPEG L3-44JP					-31568	-1989957646	999775138
BOJAN MILANOVIC				BICE BOLJE	90		30001802.MPG								90		3:58.741	0:00.261	3:55.687	0:26.075									3:51.759	0		64		A					128	MPEG L3-44JP					-31568	-1980602607	1226601126
BOLERO				SJECANJA	80		30000137.MPG								80		3:24.755	0:00.000	3:24.534	0:13.314									3:18.895	0		70		A					128	MPEG L3-44JP					-31568	-537705012	1063996774
BOLERO				DAJANA	80		30000134.MPG								80		3:41.291	0:00.000	3:41.196	0:02.947									3:35.093	0		70		A					128	MPEG L3-44JP					-31568	-956854578	1063995950
